stage_order,stage_code,stage_label,round_number,round_name,analysis_position,position_rank,event_id,player_id,player_name,national_team_name,opponent_team_name,home_team_name,away_team_name,home_score,away_score,appearance_type,is_starter,stat_minutesPlayed,stat_rating,stat_goals,stat_goalAssist,stat_expectedGoals,stat_expectedAssists
3,GROUP_MD3,Grup 3. Maçları,3,,M,8,15186624,1091303,Petar Sučić,Croatia,Ghana,Croatia,Ghana,2.0,1.0,starter,True,90.0,8.6,1.0,0.0,0.0376,0.0920778
3,GROUP_MD3,Grup 3. Maçları,3,,M,9,15186771,1389846,Lamine Camara,Senegal,Iraq,Senegal,Iraq,5.0,0.0,starter,True,57.0,8.3,0.0,1.0,0.0046,0.836694
3,GROUP_MD3,Grup 3. Maçları,3,,M,10,15186887,1014845,Sebastian Berhalter,USA,Türkiye,Türkiye,USA,3.0,2.0,starter,True,90.0,8.2,1.0,1.0,0.0543,0.205955
4,R32,Son 32,6,Round of 32,D,1,12812999,859999,Lisandro Martínez,Argentina,Cabo Verde,Argentina,Cabo Verde,3.0,2.0,starter,True,120.0,9.2,1.0,1.0,0.0517,0.472376
4,R32,Son 32,6,Round of 32,D,2,12813004,913654,Pedro Porro,Spain,Austria,Spain,Austria,3.0,0.0,starter,True,90.0,8.4,1.0,0.0,0.5267,0.0979161
4,R32,Son 32,6,Round of 32,D,3,12813004,794939,Marc Cucurella,Spain,Austria,Spain,Austria,3.0,0.0,starter,True,90.0,8.3,0.0,2.0,0.0,0.368317
4,R32,Son 32,6,Round of 32,D,4,12813014,259117,Joshua Kimmich,Germany,Paraguay,Germany,Paraguay,4.0,5.0,starter,True,120.0,8.0,0.0,0.0,0.1171,0.113682
4,R32,Son 32,6,Round of 32,D,5,12813014,877452,José Canale,Paraguay,Germany,Germany,Paraguay,4.0,5.0,starter,True,120.0,8.0,0.0,0.0,0.0,0.0002266
4,R32,Son 32,6,Round of 32,D,6,12813012,869792,Gabriel Magalhães,Brazil,Japan,Brazil,Japan,2.0,1.0,starter,True,90.0,7.9,0.0,1.0,0.0,0.447248
4,R32,Son 32,6,Round of 32,D,7,12813004,1402913,Pau Cubarsí,Spain,Austria,Spain,Austria,3.0,0.0,starter,True,90.0,7.9,0.0,0.0,0.0,0.0224229
4,R32,Son 32,6,Round of 32,D,8,12813011,566102,Davinson Sánchez,Colombia,Ghana,Colombia,Ghana,1.0,0.0,starter,True,90.0,7.8,0.0,0.0,0.2505,0.0167697
4,R32,Son 32,6,Round of 32,D,9,12813012,155995,Marquinhos,Brazil,Japan,Brazil,Japan,2.0,1.0,starter,True,90.0,7.8,0.0,0.0,0.0,0.154558
4,R32,Son 32,6,Round of 32,D,10,12813004,149734,Aymeric Laporte,Spain,Austria,Spain,Austria,3.0,0.0,starter,True,89.0,7.8,0.0,0.0,0.1922,0.0154117
4,R32,Son 32,6,Round of 32,F,1,12812995,826643,Kylian Mbappé,France,Sweden,France,Sweden,3.0,0.0,starter,True,85.0,9.8,2.0,0.0,0.5974,0.0984948
4,R32,Son 32,6,Round of 32,F,2,12812999,12994,Lionel Messi,Argentina,Cabo Verde,Argentina,Cabo Verde,3.0,2.0,starter,True,120.0,9.5,1.0,0.0,1.326,0.714547
4,R32,Son 32,6,Round of 32,F,3,12812989,971037,Amad Diallo,Côte d'Ivoire,Norway,Côte d'Ivoire,Norway,1.0,2.0,used_substitute,False,30.0,9.5,1.0,0.0,0.2324,0.246963
4,R32,Son 32,6,Round of 32,F,4,12813004,823622,Mikel Oyarzabal,Spain,Austria,Spain,Austria,3.0,0.0,starter,True,90.0,9.2,2.0,0.0,1.0858,0.0294876
4,R32,Son 32,6,Round of 32,F,5,12813020,108579,Harry Kane,England,DR Congo,England,DR Congo,2.0,1.0,starter,True,90.0,8.5,2.0,0.0,0.5426,0.0173374
4,R32,Son 32,6,Round of 32,F,6,12813013,845286,Ismaïla Sarr,Senegal,Belgium,Belgium,Senegal,3.0,2.0,starter,True,120.0,8.2,1.0,0.0,1.5974,0.157302
4,R32,Son 32,6,Round of 32,F,7,12813001,843114,Julián Quiñones,Mexico,Ecuador,Mexico,Ecuador,2.0,0.0,starter,True,80.0,8.2,1.0,1.0,0.0997,0.0433667
4,R32,Son 32,6,Round of 32,F,8,12812997,934510,Gonçalo Ramos,Portugal,Croatia,Portugal,Croatia,2.0,1.0,used_substitute,False,27.0,8.0,1.0,0.0,0.1316,0.00124479
4,R32,Son 32,6,Round of 32,F,9,12813001,192442,Raúl Jiménez,Mexico,Ecuador,Mexico,Ecuador,2.0,0.0,starter,True,74.0,7.7,1.0,0.0,0.459,0.0301025
4,R32,Son 32,6,Round of 32,F,10,12813014,973556,Julio Enciso,Paraguay,Germany,Germany,Paraguay,4.0,5.0,starter,True,57.0,7.7,1.0,0.0,0.1408,0.0851225
4,R32,Son 32,6,Round of 32,G,1,12813014,991709,Orlando Gill,Paraguay,Germany,Germany,Paraguay,4.0,5.0,starter,True,120.0,9.9,0.0,0.0,0.0,0.0050363
4,R32,Son 32,6,Round of 32,G,2,12813011,791092,Lawrence Ati Zigi,Ghana,Colombia,Colombia,Ghana,1.0,0.0,starter,True,90.0,9.4,0.0,0.0,0.0,0.00036377
4,R32,Son 32,6,Round of 32,G,3,12812999,307436,Vozinha,Cabo Verde,Argentina,Argentina,Cabo Verde,3.0,2.0,starter,True,120.0,8.5,0.0,0.0,0.0,0.00155274
4,R32,Son 32,6,Round of 32,G,4,12812998,994363,Bart Verbruggen,Netherlands,Morocco,Netherlands,Morocco,3.0,4.0,starter,True,120.0,8.3,0.0,0.0,0.0,0.00226976
4,R32,Son 32,6,Round of 32,G,5,12812995,978728,Jacob Widell Zetterström,Sweden,France,France,Sweden,3.0,0.0,starter,True,90.0,8.2,0.0,0.0,0.0,0.00074923
4,R32,Son 32,6,Round of 32,G,6,12813000,539792,Ronwen Williams,South Africa,Canada,South Africa,Canada,0.0,1.0,starter,True,90.0,8.2,0.0,0.0,0.0,0.148551
4,R32,Son 32,6,Round of 32,G,7,12812997,843115,Diogo Costa,Portugal,Croatia,Portugal,Croatia,2.0,1.0,starter,True,90.0,7.9,0.0,0.0,0.0,0.00071367
4,R32,Son 32,6,Round of 32,G,8,12812989,22209,Ørjan Nyland,Norway,Côte d'Ivoire,Côte d'Ivoire,Norway,1.0,2.0,starter,True,90.0,7.8,0.0,0.0,0.0,0.00185115
4,R32,Son 32,6,Round of 32,G,9,12812995,191210,Mike Maignan,France,Sweden,France,Sweden,3.0,0.0,starter,True,90.0,7.7,0.0,0.0,0.0,0.00031703
4,R32,Son 32,6,Round of 32,G,10,12813014,8959,Manuel Neuer,Germany,Paraguay,Germany,Paraguay,4.0,5.0,starter,True,120.0,7.6,0.0,0.0,0.0,0.00092775
4,R32,Son 32,6,Round of 32,M,1,12813000,886223,Stephen Eustaquio,Canada,South Africa,South Africa,Canada,0.0,1.0,starter,True,90.0,8.8,1.0,0.0,0.1148,0.608903
4,R32,Son 32,6,Round of 32,M,2,12812995,978838,Michael Olise,France,Sweden,France,Sweden,3.0,0.0,starter,True,85.0,8.8,0.0,2.0,0.8643,0.773205
4,R32,Son 32,6,Round of 32,M,3,12813013,331737,Youri Tielemans,Belgium,Senegal,Belgium,Senegal,3.0,2.0,starter,True,120.0,8.6,2.0,0.0,0.9831,0.032054
4,R32,Son 32,6,Round of 32,M,4,12813011,1174889,Gustavo Puerta,Colombia,Ghana,Colombia,Ghana,1.0,0.0,starter,True,90.0,8.4,0.0,0.0,0.0493,0.224779
4,R32,Son 32,6,Round of 32,M,5,12813014,1019322,Florian Wirtz,Germany,Paraguay,Germany,Paraguay,4.0,5.0,starter,True,110.0,8.3,0.0,1.0,0.0711,0.674857
4,R32,Son 32,6,Round of 32,M,6,12813004,910031,Alex Baena,Spain,Austria,Spain,Austria,3.0,0.0,starter,True,71.0,8.3,0.0,1.0,0.0481,0.727047
4,R32,Son 32,6,Round of 32,M,7,12813018,181581,Jackson Irvine,Australia,Egypt,Australia,Egypt,3.0,5.0,starter,True,120.0,8.2,0.0,0.0,0.0757,0.0439185
4,R32,Son 32,6,Round of 32,M,8,12813019,944327,Dan Ndoye,Switzerland,Algeria,Switzerland,Algeria,2.0,0.0,starter,True,87.0,8.2,1.0,0.0,0.0906,0.0715951
4,R32,Son 32,6,Round of 32,M,9,12813011,844096,Jhon Arias,Colombia,Ghana,Colombia,Ghana,1.0,0.0,starter,True,73.0,8.1,1.0,0.0,0.4597,0.0221358
4,R32,Son 32,6,Round of 32,M,10,12813018,967032,Emam Ashour,Egypt,Australia,Australia,Egypt,3.0,5.0,starter,True,120.0,8.0,1.0,0.0,0.2849,0.0455416
5,R16,Son 16,5,Round of 16,D,1,12813009,847030,Noussair Mazraoui,Morocco,Canada,Canada,Morocco,0.0,3.0,starter,True,90.0,7.9,0.0,0.0,0.0,0.0034874
5,R16,Son 16,5,Round of 16,D,2,12812993,829932,Cristian Romero,Argentina,Egypt,Argentina,Egypt,3.0,2.0,starter,True,89.0,7.7,1.0,0.0,0.3505,0.0187007
5,R16,Son 16,5,Round of 16,D,3,12812991,344847,Johan Mojica,Colombia,Switzerland,Switzerland,Colombia,4.0,3.0,starter,True,120.0,7.6,0.0,0.0,0.0,0.0315909
5,R16,Son 16,5,Round of 16,D,4,12813010,798583,Dayot Upamecano,France,Paraguay,Paraguay,France,0.0,1.0,starter,True,90.0,7.5,0.0,0.0,0.0,0.0543508
5,R16,Son 16,5,Round of 16,D,5,12813009,825719,Issa Diop,Morocco,Canada,Canada,Morocco,0.0,3.0,starter,True,87.0,7.5,0.0,0.0,0.0,0.00155567
5,R16,Son 16,5,Round of 16,D,6,12812991,282229,Nico Elvedi,Switzerland,Colombia,Switzerland,Colombia,4.0,3.0,starter,True,120.0,7.4,0.0,0.0,0.0,0.00506821
5,R16,Son 16,5,Round of 16,D,7,12813009,814594,Achraf Hakimi,Morocco,Canada,Canada,Morocco,0.0,3.0,starter,True,90.0,7.4,0.0,1.0,0.0,0.0313003
5,R16,Son 16,5,Round of 16,D,8,12812993,333441,Yasser Ibrahim,Egypt,Argentina,Argentina,Egypt,3.0,2.0,starter,True,90.0,7.3,1.0,0.0,0.1032,0.00075096
5,R16,Son 16,5,Round of 16,D,9,12813010,827212,Jules Koundé,France,Paraguay,Paraguay,France,0.0,1.0,starter,True,90.0,7.3,0.0,0.0,0.0,0.0718014
5,R16,Son 16,5,Round of 16,D,10,12812990,989768,Nuno Mendes,Portugal,Spain,Portugal,Spain,0.0,1.0,starter,True,56.0,7.3,0.0,0.0,0.03,0.00358366
5,R16,Son 16,5,Round of 16,F,1,12812993,12994,Lionel Messi,Argentina,Egypt,Argentina,Egypt,3.0,2.0,starter,True,90.0,9.3,1.0,1.0,1.0079,0.971993
5,R16,Son 16,5,Round of 16,F,2,12813006,839956,Erling Haaland,Norway,Brazil,Brazil,Norway,1.0,2.0,starter,True,90.0,9.1,2.0,0.0,0.4674,0.0742239
5,R16,Son 16,5,Round of 16,F,3,12813002,960441,Charles De Ketelaere,Belgium,USA,USA,Belgium,1.0,4.0,starter,True,67.0,8.5,2.0,1.0,1.113,0.0160735
5,R16,Son 16,5,Round of 16,F,4,12813007,843114,Julián Quiñones,Mexico,England,Mexico,England,2.0,3.0,starter,True,81.0,7.9,1.0,0.0,0.2249,0.114009
5,R16,Son 16,5,Round of 16,F,5,12812993,1418782,Mostafa Ziko,Egypt,Argentina,Argentina,Egypt,3.0,2.0,starter,True,80.0,7.6,1.0,0.0,0.644,0.0137168
5,R16,Son 16,5,Round of 16,F,6,12813010,826643,Kylian Mbappé,France,Paraguay,Paraguay,France,0.0,1.0,starter,True,90.0,7.5,1.0,0.0,1.1738,0.0306217
5,R16,Son 16,5,Round of 16,F,7,12813007,865500,Roberto Alvarado,Mexico,England,Mexico,England,2.0,3.0,starter,True,90.0,7.5,0.0,0.0,0.0,0.500558
5,R16,Son 16,5,Round of 16,F,8,12813010,1154605,Désiré Doué,France,Paraguay,Paraguay,France,0.0,1.0,used_substitute,False,29.0,7.5,0.0,0.0,0.026,0.0394619
5,R16,Son 16,5,Round of 16,F,9,12813002,78893,Romelu Lukaku,Belgium,USA,USA,Belgium,1.0,4.0,used_substitute,False,23.0,7.5,1.0,0.0,0.0444,0.00243533
5,R16,Son 16,5,Round of 16,F,10,12813009,953995,Soufiane Rahimi,Morocco,Canada,Canada,Morocco,0.0,3.0,used_substitute,False,68.0,7.3,1.0,0.0,0.5814,0.00756809
5,R16,Son 16,5,Round of 16,G,1,12812991,556866,Gregor Kobel,Switzerland,Colombia,Switzerland,Colombia,4.0,3.0,starter,True,120.0,9.3,0.0,0.0,0.0,0.00047486
5,R16,Son 16,5,Round of 16,G,2,12813006,22209,Ørjan Nyland,Norway,Brazil,Brazil,Norway,1.0,2.0,starter,True,90.0,7.9,0.0,0.0,0.0,0.00255861
5,R16,Son 16,5,Round of 16,G,3,12813009,360938,Yassine Bounou,Morocco,Canada,Canada,Morocco,0.0,3.0,starter,True,90.0,7.8,0.0,0.0,0.0,0.00014967
5,R16,Son 16,5,Round of 16,G,4,12813010,991709,Orlando Gill,Paraguay,France,Paraguay,France,0.0,1.0,starter,True,90.0,7.7,0.0,0.0,0.0,0.00116843
5,R16,Son 16,5,Round of 16,G,5,12812990,843115,Diogo Costa,Portugal,Spain,Portugal,Spain,0.0,1.0,starter,True,90.0,7.5,0.0,0.0,0.0,0.00026572
5,R16,Son 16,5,Round of 16,G,6,12812990,797291,Unai Simón,Spain,Portugal,Portugal,Spain,0.0,1.0,starter,True,90.0,7.5,0.0,0.0,0.0,0.00026318
5,R16,Son 16,5,Round of 16,G,7,12812993,1048378,Mostafa Shobeir,Egypt,Argentina,Argentina,Egypt,3.0,2.0,starter,True,90.0,7.4,0.0,0.0,0.0,0.00014719
5,R16,Son 16,5,Round of 16,G,8,12813007,138530,Jordan Pickford,England,Mexico,Mexico,England,2.0,3.0,starter,True,90.0,7.3,0.0,0.0,0.0,0.010482
5,R16,Son 16,5,Round of 16,G,9,12813010,191210,Mike Maignan,France,Paraguay,Paraguay,France,0.0,1.0,starter,True,90.0,7.0,0.0,0.0,0.0,0.00514695
5,R16,Son 16,5,Round of 16,G,10,12812991,125787,Camilo Vargas,Colombia,Switzerland,Switzerland,Colombia,4.0,3.0,starter,True,120.0,6.9,0.0,0.0,0.0,0.00257703
5,R16,Son 16,5,Round of 16,M,1,12813007,991011,Jude Bellingham,England,Mexico,Mexico,England,2.0,3.0,starter,True,90.0,9.0,2.0,0.0,0.7287,0.0520839
5,R16,Son 16,5,Round of 16,M,2,12813009,991421,Azzedine Ounahi,Morocco,Canada,Canada,Morocco,0.0,3.0,starter,True,87.0,9.0,2.0,0.0,0.2355,0.0656051
5,R16,Son 16,5,Round of 16,M,3,12812993,255389,Leandro Paredes,Argentina,Egypt,Argentina,Egypt,3.0,2.0,starter,True,90.0,8.3,0.0,0.0,0.0273,0.210305
5,R16,Son 16,5,Round of 16,M,4,12812991,117777,Granit Xhaka,Switzerland,Colombia,Switzerland,Colombia,4.0,3.0,starter,True,120.0,8.0,0.0,0.0,0.0446,0.0651359
5,R16,Son 16,5,Round of 16,M,5,12812993,974505,Enzo Fernández,Argentina,Egypt,Argentina,Egypt,3.0,2.0,starter,True,90.0,8.0,1.0,0.0,0.2528,0.558711
5,R16,Son 16,5,Round of 16,M,6,12813002,118085,Hans Vanaken,Belgium,USA,USA,Belgium,1.0,4.0,used_substitute,False,69.0,7.9,1.0,1.0,0.0836,0.00580212
5,R16,Son 16,5,Round of 16,M,7,12812991,221162,Juan Fernando Quintero,Colombia,Switzerland,Switzerland,Colombia,4.0,3.0,used_substitute,False,54.0,7.7,0.0,0.0,0.0203,0.207659
5,R16,Son 16,5,Round of 16,M,8,12812990,592010,Mikel Merino,Spain,Portugal,Portugal,Spain,0.0,1.0,used_substitute,False,14.0,7.7,1.0,0.0,0.5504,0.00283684
5,R16,Son 16,5,Round of 16,M,9,12813002,889378,Nicolas Raskin,Belgium,USA,USA,Belgium,1.0,4.0,starter,True,89.0,7.6,0.0,1.0,0.082,0.621559
5,R16,Son 16,5,Round of 16,M,10,12813009,835485,Brahim Díaz,Morocco,Canada,Canada,Morocco,0.0,3.0,starter,True,90.0,7.5,0.0,2.0,0.0,0.12689
6,QF,Çeyrek Final,27,Quarterfinals,D,1,12813017,945798,Djed Spence,England,Norway,Norway,England,1.0,2.0,used_substitute,False,34.0,7.8,0.0,0.0,0.131,0.00460975
6,QF,Çeyrek Final,27,Quarterfinals,D,2,12813015,859999,Lisandro Martínez,Argentina,Switzerland,Argentina,Switzerland,3.0,1.0,starter,True,120.0,7.4,0.0,0.0,0.1193,0.0658815
6,QF,Çeyrek Final,27,Quarterfinals,D,3,12813017,1142703,Nico O'Reilly,England,Norway,Norway,England,1.0,2.0,starter,True,86.0,7.3,0.0,0.0,0.0,0.0553394
6,QF,Çeyrek Final,27,Quarterfinals,D,4,12813016,798583,Dayot Upamecano,France,Morocco,France,Morocco,2.0,0.0,starter,True,90.0,7.2,0.0,0.0,0.4441,0.0255418
6,QF,Çeyrek Final,27,Quarterfinals,D,5,12812994,1402913,Pau Cubarsí,Spain,Belgium,Spain,Belgium,2.0,1.0,starter,True,90.0,7.1,0.0,0.0,0.0305,0.271933
6,QF,Çeyrek Final,27,Quarterfinals,D,6,12813015,67769,Ricardo Rodríguez,Switzerland,Argentina,Argentina,Switzerland,3.0,1.0,starter,True,89.0,7.1,0.0,1.0,0.0,0.256787
6,QF,Çeyrek Final,27,Quarterfinals,D,7,12813017,800951,Julian Ryerson,Norway,England,Norway,England,1.0,2.0,starter,True,60.0,7.1,0.0,0.0,0.0,0.418066
6,QF,Çeyrek Final,27,Quarterfinals,D,8,12813017,885908,Reece James,England,Norway,Norway,England,1.0,2.0,used_substitute,False,49.0,7.1,0.0,0.0,0.0,0.0534351
6,QF,Çeyrek Final,27,Quarterfinals,D,9,12813017,152077,John Stones,England,Norway,Norway,England,1.0,2.0,starter,True,120.0,7.0,0.0,0.0,0.0,0.0808541
6,QF,Çeyrek Final,27,Quarterfinals,D,10,12813015,829932,Cristian Romero,Argentina,Switzerland,Argentina,Switzerland,3.0,1.0,starter,True,105.0,7.0,0.0,0.0,0.0401,0.0163112
6,QF,Çeyrek Final,27,Quarterfinals,F,1,12813015,12994,Lionel Messi,Argentina,Switzerland,Argentina,Switzerland,3.0,1.0,starter,True,120.0,9.1,0.0,1.0,0.2487,0.706361
6,QF,Çeyrek Final,27,Quarterfinals,F,2,12813017,1100952,Andreas Schjelderup,Norway,England,Norway,England,1.0,2.0,starter,True,68.0,8.1,1.0,0.0,0.0248,0.0261894
6,QF,Çeyrek Final,27,Quarterfinals,F,3,12813016,826643,Kylian Mbappé,France,Morocco,France,Morocco,2.0,0.0,starter,True,77.0,7.7,1.0,1.0,1.3385,0.0460873
6,QF,Çeyrek Final,27,Quarterfinals,F,4,12813015,944656,Julián Alvarez,Argentina,Switzerland,Argentina,Switzerland,3.0,1.0,starter,True,120.0,7.6,1.0,0.0,0.0987,0.125932
6,QF,Çeyrek Final,27,Quarterfinals,F,5,12813015,901325,Nicolás González,Argentina,Switzerland,Argentina,Switzerland,3.0,1.0,used_substitute,False,42.0,7.5,0.0,0.0,0.1266,0.640557
6,QF,Çeyrek Final,27,Quarterfinals,F,6,12812994,960441,Charles De Ketelaere,Belgium,Spain,Spain,Belgium,2.0,1.0,starter,True,90.0,7.4,1.0,0.0,0.1677,0.00699408
6,QF,Çeyrek Final,27,Quarterfinals,F,7,12813017,934235,Bukayo Saka,England,Norway,Norway,England,1.0,2.0,used_substitute,False,75.0,7.3,0.0,0.0,0.169,0.0471008
6,QF,Çeyrek Final,27,Quarterfinals,F,8,12813015,823984,Lautaro Martínez,Argentina,Switzerland,Argentina,Switzerland,3.0,1.0,used_substitute,False,35.0,6.9,1.0,0.0,0.3358,0.00937419
6,QF,Çeyrek Final,27,Quarterfinals,F,9,12812994,823622,Mikel Oyarzabal,Spain,Belgium,Spain,Belgium,2.0,1.0,starter,True,79.0,6.8,0.0,0.0,0.0692,0.0488038
6,QF,Çeyrek Final,27,Quarterfinals,F,10,12813016,996952,Bradley Barcola,France,Morocco,France,Morocco,2.0,0.0,used_substitute,False,13.0,6.8,0.0,0.0,0.0491,0.0439784
6,QF,Çeyrek Final,27,Quarterfinals,G,1,12813017,22209,Ørjan Nyland,Norway,England,Norway,England,1.0,2.0,starter,True,120.0,8.1,0.0,0.0,0.0,0.004396
6,QF,Çeyrek Final,27,Quarterfinals,G,2,12812994,70988,Thibaut Courtois,Belgium,Spain,Spain,Belgium,2.0,1.0,starter,True,71.0,8.1,0.0,0.0,0.0,0.00194597
6,QF,Çeyrek Final,27,Quarterfinals,G,3,12813016,360938,Yassine Bounou,Morocco,France,France,Morocco,2.0,0.0,starter,True,90.0,8.0,0.0,0.0,0.0,0.00016163
6,QF,Çeyrek Final,27,Quarterfinals,G,4,12813015,158263,Emiliano Martínez,Argentina,Switzerland,Argentina,Switzerland,3.0,1.0,starter,True,120.0,7.2,0.0,0.0,0.0,0.00199608
6,QF,Çeyrek Final,27,Quarterfinals,G,5,12813016,191210,Mike Maignan,France,Morocco,France,Morocco,2.0,0.0,starter,True,90.0,6.8,0.0,0.0,0.0,0.00020325
6,QF,Çeyrek Final,27,Quarterfinals,G,6,12813015,556866,Gregor Kobel,Switzerland,Argentina,Argentina,Switzerland,3.0,1.0,starter,True,120.0,6.6,0.0,0.0,0.0,0.0006649
6,QF,Çeyrek Final,27,Quarterfinals,G,7,12813017,138530,Jordan Pickford,England,Norway,Norway,England,1.0,2.0,starter,True,120.0,6.4,0.0,0.0,0.0,0.026345
6,QF,Çeyrek Final,27,Quarterfinals,G,8,12812994,797291,Unai Simón,Spain,Belgium,Spain,Belgium,2.0,1.0,starter,True,90.0,6.2,0.0,0.0,0.0,0.00019151
6,QF,Çeyrek Final,27,Quarterfinals,G,9,12812994,964753,Senne Lammens,Belgium,Spain,Spain,Belgium,2.0,1.0,used_substitute,False,19.0,6.1,0.0,0.0,0.0,0.00038555
6,QF,Çeyrek Final,27,Quarterfinals,M,1,12813016,818244,Ousmane Dembélé,France,Morocco,France,Morocco,2.0,0.0,starter,True,90.0,9.0,1.0,0.0,0.2468,0.731207
6,QF,Çeyrek Final,27,Quarterfinals,M,2,12813017,991011,Jude Bellingham,England,Norway,Norway,England,1.0,2.0,starter,True,111.0,8.4,2.0,0.0,0.5187,0.0122578
6,QF,Çeyrek Final,27,Quarterfinals,M,3,12813016,978838,Michael Olise,France,Morocco,France,Morocco,2.0,0.0,starter,True,90.0,7.6,0.0,0.0,0.1729,0.125882
6,QF,Çeyrek Final,27,Quarterfinals,M,4,12812994,827606,Rodri,Spain,Belgium,Spain,Belgium,2.0,1.0,starter,True,90.0,7.6,0.0,0.0,0.1286,0.308231
6,QF,Çeyrek Final,27,Quarterfinals,M,5,12813015,895324,Alexis Mac Allister,Argentina,Switzerland,Argentina,Switzerland,3.0,1.0,starter,True,120.0,7.5,1.0,0.0,0.6523,0.0547752
6,QF,Çeyrek Final,27,Quarterfinals,M,6,12813015,255389,Leandro Paredes,Argentina,Switzerland,Argentina,Switzerland,3.0,1.0,starter,True,110.0,7.5,0.0,0.0,0.0,0.0976486
6,QF,Çeyrek Final,27,Quarterfinals,M,7,12812994,1402912,Lamine Yamal,Spain,Belgium,Spain,Belgium,2.0,1.0,starter,True,90.0,7.5,0.0,0.0,0.2527,0.311028
6,QF,Çeyrek Final,27,Quarterfinals,M,8,12812994,789071,Dani Olmo,Spain,Belgium,Spain,Belgium,2.0,1.0,starter,True,86.0,7.3,0.0,0.0,0.2486,0.109062
6,QF,Çeyrek Final,27,Quarterfinals,M,9,12813016,974087,Manu Koné,France,Morocco,France,Morocco,2.0,0.0,starter,True,71.0,7.3,0.0,0.0,0.0417,0.0318686
6,QF,Çeyrek Final,27,Quarterfinals,M,10,12813015,944660,Thiago Almada,Argentina,Switzerland,Argentina,Switzerland,3.0,1.0,used_substitute,False,30.0,7.3,0.0,0.0,0.3406,0.0808697
